timestamp,catalogue-db_1/CPU_usage,catalogue-db_1/MEM_usage,catalogue-db_1/Cached_MEM_usage,catalogue-db_1/NET_Input,catalogue-db_1/NET_Output,catalogue-db_1/FS_reads,catalogue_1/CPU_usage,catalogue_1/MEM_usage,catalogue_1/Cached_MEM_usage,catalogue_1/NET_Input,catalogue_1/NET_Output,catalogue_1/FS_reads,catalogue:80/request_duration_seconds_count,catalogue:80/request_duration_seconds_bucket
1.54E+09,0.015190326,2.85E+08,1.68E+07,0,0,0,0.015008527,2.20E+07,5824512,65,431.1454545,0,0.2,2.381818182
1.54E+09,0.015798878,2.85E+08,1.68E+07,0,0,0,0.013850739,2.20E+07,5824512,65,431.4181818,0,0.2,2.381818182
1.54E+09,0.015267587,2.85E+08,1.68E+07,0,0,0,0.014188606,2.20E+07,5824512,65,431.7272727,0,0.2,2.4
1.54E+09,0.015103585,2.85E+08,1.68E+07,0,0,0,0.014002652,2.20E+07,5824512,65,431.7636364,0,0.2,2.4
1.54E+09,0.015112848,2.85E+08,1.68E+07,0,0,0,0.015057234,2.20E+07,5824512,70.90909091,470.7636364,0,0.2,2.4
1.54E+09,0.014333853,2.85E+08,1.68E+07,0,0,0,0.015472884,2.20E+07,5824512,70.90909091,470.8181818,0,0.2,2.4
1.54E+09,0.014165992,2.85E+08,1.68E+07,0,0,0,0.013999325,2.20E+07,5824512,65,431.3636364,0,0.2,2.4
1.54E+09,0.014048218,2.85E+08,1.68E+07,0,0,0,0.015259708,2.20E+07,5824512,65,431.2727273,0,0.2,2.4
1.54E+09,0.014922778,2.85E+08,1.68E+07,0,0,0,0.014224981,2.20E+07,5824512,65,431.1636364,0,0.2,2.4
1.54E+09,0.016119514,2.85E+08,1.68E+07,0,0,0,0.014446858,2.20E+07,5824512,65,431.2181818,0,0.2,2.4
1.54E+09,0.01636105,2.85E+08,1.68E+07,0,0,0,0.014465865,2.20E+07,5824512,65,431.4,0,0.2,2.4
1.54E+09,0.016187274,2.85E+08,1.68E+07,0,0,0,0.015355111,2.20E+07,5824512,70.90909091,470.6909091,0,0.2,2.4
1.54E+09,0.016629361,2.85E+08,1.68E+07,0,0,0,0.013343939,2.20E+07,5824512,65,431.5818182,0,0.2,2.4
1.54E+09,0.015948216,2.85E+08,1.68E+07,0,0,0,0.014336943,2.20E+07,5824512,65,431.6181818,0,0.2,2.4
1.54E+09,0.017065836,2.85E+08,1.68E+07,0,0,0,0.012239703,2.20E+07,5824512,59.09090909,392.3454545,0,0.2,2.4
1.54E+09,0.016300243,2.85E+08,1.68E+07,0,0,0,0.01349323,2.20E+07,5824512,65,431.6909091,0,0.2,2.381818182
1.54E+09,0.016391938,2.85E+08,1.68E+07,0,0,0,0.0124303,2.20E+07,5824512,65,431.6909091,0,0.2,2.381818182
1.54E+09,0.016985645,2.85E+08,1.68E+07,0,0,0,0.011545568,2.20E+07,5824512,59.09090909,392.4909091,0,0.2,2.381818182
1.54E+09,0.017293817,2.85E+08,1.68E+07,0,0,0,0.014993029,2.20E+07,5824512,70.90780168,471.045981,0,0.2,2.381818182
1.54E+09,0.016738096,2.85E+08,1.68E+07,0,0,0,0.014018818,2.20E+07,5824512,70.90909091,471.1272727,0,0.199996364,2.381774877
1.54E+09,0.017223509,2.85E+08,1.68E+07,0,0,0,0.01294299,2.20E+07,5824512,65.00118184,431.9351261,0,0.2,2.381818182
1.54E+09,0.017175833,2.85E+08,1.68E+07,0,0,0,0.01295961,2.20E+07,5824512,64.9988182,431.7739677,0,0.2,2.381818182
1.54E+09,0.017461506,2.85E+08,1.68E+07,0,0,0,0.01202765,2.20E+07,5824512,64.9988182,431.7921492,0,0.2,2.363636364
1.54E+09,0.01752575,2.85E+08,1.68E+07,0,0,0,0.013019592,2.20E+07,5824512,65,431.9454545,0,0.2,2.363636364
1.54E+09,0.017752209,2.85E+08,1.68E+07,0,0,0,0.012999477,2.20E+07,5824512,65,431.9090909,0,0.2,2.363636364
1.54E+09,0.018914492,2.85E+08,1.68E+07,0,0,0,0.016125605,2.20E+07,5824512,70.90909091,471.2181818,0,0.2,2.381818182
1.54E+09,0.018561428,2.85E+08,1.68E+07,0,0,0,0.016282761,2.20E+07,5824512,65,431.9636364,0,0.2,2.363636364
1.54E+09,0.01986315,2.85E+08,1.68E+07,0,0,0,0.017177523,2.20E+07,5824512,65,432.3090909,0,0.2,2.363636364
1.54E+09,0.018934462,2.85E+08,1.68E+07,0,0,0,0.015813165,2.20E+07,5824512,65,432.4727273,0,0.199996364,2.381774877
1.54E+09,0.018851877,2.85E+08,1.68E+07,0,0,0,0.015555285,2.20E+07,5824512,65,432.3272727,0,0.2,2.381818182
1.54E+09,0.017158966,2.85E+08,1.68E+07,0,0,0,0.014555246,2.20E+07,5824512,65,432.3636364,0,0.2,2.381818182
1.54E+09,0.01701942,2.85E+08,1.68E+07,0,0,0,0.013200156,2.20E+07,5824512,59.09198349,393.1344206,0,0.2,2.4
1.54E+09,0.017956612,2.85E+08,1.68E+07,0,0,0,0.01495792,2.20E+07,5824512,65,432.3454545,0,0.2,2.4
1.54E+09,0.016522561,2.85E+08,1.68E+07,0,0,0,0.014838113,2.20E+07,5824512,65,432.4,0,0.2,2.4
1.54E+09,0.01671378,2.85E+08,1.68E+07,0,0,0,0.01493464,2.20E+07,5824512,65,432.3636364,0,0.2,2.4
1.54E+09,0.016306822,2.85E+08,1.68E+07,0,0,0,0.013031778,2.20E+07,5824512,59.09090909,393.1272727,0,0.2,2.4
1.54E+09,0.015750581,2.85E+08,1.68E+07,0,0,0,0.013999578,2.20E+07,5824512,64.9988182,432.2830494,0,0.2,2.4
1.54E+09,0.014574322,2.85E+08,1.68E+07,0,0,0,0.015401198,2.20E+07,5824512,65,432.0363636,0,0.2,2.381818182
1.54E+09,0.014982988,2.85E+08,1.68E+07,0,0,0,0.015828808,2.20E+07,5824512,65.00118184,431.7533046,0,0.2,2.381818182
1.54E+09,0.015260652,2.85E+08,1.68E+07,0,0,0,0.015469265,2.20E+07,5824512,65,431.6727273,0,0.2,2.381818182
1.54E+09,0.015418427,2.85E+08,1.68E+07,0,0,0,0.015530321,2.20E+07,5824512,65,431.8,0,0.2,2.381818182
1.54E+09,0.01590475,2.85E+08,1.68E+07,0,0,0,0.015349325,2.20E+07,5824512,65.00118184,431.8623975,0,0.2,2.381818182
1.54E+09,0.017422314,2.85E+08,1.68E+07,0,0,0,0.014452916,2.20E+07,5824512,59.09090909,392.8,0,0.200003636,2.381861488
1.54E+09,0.017684966,2.85E+08,1.68E+07,0,0,0,0.013917637,2.20E+07,5824512,65,432,0,0.199996364,2.399956364
1.54E+09,0.016347218,2.85E+08,1.68E+07,0,0,0,0.015124303,2.20E+07,5824512,65,432.0181818,0,0.2,2.4
1.54E+09,0.017180898,2.85E+08,1.68E+07,0,0,0,0.016840863,2.20E+07,5824512,70.90780168,471.1005254,0,0.2,2.4
1.54E+09,0.017353904,2.85E+08,1.68E+07,0,0,0,0.014392302,2.20E+07,5824512,65,431.9636364,0,0.2,2.4
1.54E+09,0.017711956,2.85E+08,1.68E+07,0,0,0,0.014676158,2.20E+07,5824512,65,431.6545455,0,0.2,2.4
1.54E+09,0.017458883,2.85E+08,1.68E+07,0,0,0,0.014609953,2.20E+07,5824512,65,431.8909091,0,0.2,2.4
1.54E+09,0.017796648,2.85E+08,1.68E+07,0,0,0,0.013254745,2.20E+07,5824512,65,432.0545455,0,0.2,2.381818182
1.54E+09,0.018481575,2.85E+08,1.68E+07,0,0,0,0.012195568,2.20E+07,5824512,59.09090909,393.1636364,0,0.2,2.381818182
1.54E+09,0.017671446,2.85E+08,1.68E+07,0,0,0,0.014492525,2.20E+07,5824512,65.00118184,432.4805906,0,0.2,2.381818182
1.54E+09,0.01857752,2.85E+08,1.68E+07,0,0,0,0.016491845,2.20E+07,5824512,64.9988182,432.7557681,0,0.2,2.381818182
1.54E+09,0.018247456,2.85E+08,1.68E+07,0,0,0,0.016570309,2.20E+07,5824512,65.00118184,432.89878,0,0.2,2.381818182
1.54E+09,0.018265213,2.85E+08,1.68E+07,0,0,0,0.017218014,2.20E+07,5824512,65.00709168,433.0290577,0,0.2,2.381818182
1.54E+09,0.018472439,2.85E+08,1.68E+07,0,0,0,0.016843087,2.20E+07,5824512,65,432.8181818,0,0.2,2.4
1.54E+09,0.018908846,2.85E+08,1.68E+07,0,0,0,0.017026341,2.20E+07,5824512,70.90909091,471.7090909,0,0.2,2.4
1.54E+09,0.01828291,2.85E+08,1.68E+07,0,0,0,0.014498075,2.20E+07,5824512,65,432.3454545,0,0.2,2.4
1.54E+09,0.0180647,2.85E+08,1.68E+07,0,0,0,0.015372385,2.20E+07,5824512,65,432.0909091,0,0.2,2.4
1.54E+09,0.017989115,2.85E+08,1.68E+07,0,0,0,0.016099852,2.20E+07,5824512,65,431.9090909,0,0.2,2.4
1.54E+09,0.016474456,2.85E+08,1.68E+07,0,0,0,0.01530839,2.20E+07,5824512,65.00118184,431.8805796,0,0.2,2.4
1.54E+09,0.015635705,2.85E+08,1.68E+07,0,0,0,0.01546944,2.20E+07,5824512,65,431.7818182,0,0.2,2.381818182
1.54E+09,0.015566456,2.85E+08,1.68E+07,0,0,0,0.014978931,2.20E+07,5824512,64.99763645,432.0933784,0,0.199996364,2.381774877
1.54E+09,0.015083648,2.85E+08,1.68E+07,0,0,0,0.015595959,2.20E+07,5824512,64.9988182,432.1739605,0,0.2,2.381818182
1.54E+09,0.014833317,2.85E+08,1.68E+07,0,0,0,0.01298745,2.20E+07,5824512,65,432.2909091,0,0.2,2.381818182
1.54E+09,0.014412868,2.85E+08,1.68E+07,0,0,0,0.013969639,2.20E+07,5824512,65,432.3272727,0,0.2,2.381818182
1.54E+09,0.014419167,2.85E+08,1.68E+07,0,0,0,0.014047181,2.20E+07,5824512,65,432.5272727,0,0.2,2.4
1.54E+09,0.014859791,2.85E+08,1.68E+07,0,0,0,0.012799283,2.20E+07,5824512,59.09090909,393.0363636,0,0.2,2.4
1.54E+09,0.015161885,2.85E+08,1.68E+07,0,0,0,0.015754923,2.20E+07,5824512,65,432.2727273,0,0.2,2.381818182
1.54E+09,0.016405762,2.85E+08,1.68E+07,0,0,0,0.01689996,2.20E+07,5824512,65,432.2727273,0,0.2,2.363636364
1.54E+09,0.015945648,2.85E+08,1.68E+07,0,0,0,0.01745669,2.20E+07,5824512,65,432.0363636,0,0.2,2.363636364
1.54E+09,0.016655321,2.85E+08,1.68E+07,0,0,0,0.016546303,2.20E+07,5824512,65,431.7454545,0,0.2,2.363636364
1.54E+09,0.016258686,2.85E+08,1.68E+07,0,0,0,0.015938259,2.20E+07,5824512,65,431.7818182,0,0.2,2.363636364
1.54E+09,0.016861032,2.85E+08,1.68E+07,0,0,0,0.017287929,2.20E+07,5824512,65,431.7636364,0,0.2,2.363636364
1.54E+09,0.016692745,2.85E+08,1.68E+07,0,0,0,0.016269792,2.20E+07,5824512,70.90909091,470.6727273,0,0.2,2.4
1.54E+09,0.016549986,2.85E+08,1.68E+07,0,0,0,0.01377375,2.20E+07,5824512,65,431.5454545,0,0.2,2.381818182
1.54E+09,0.015834107,2.85E+08,1.68E+07,0,0,0,0.01348877,2.20E+07,5824512,65,431.6,0,0.2,2.381818182
1.54E+09,0.015717335,2.85E+08,1.68E+07,0,0,0,0.01200283,2.20E+07,5824512,59.09090909,392.3272727,0,0.2,2.381818182
1.54E+09,0.015338384,2.85E+08,1.68E+07,0,0,0,0.012524353,2.20E+07,5824512,65,431.6545455,0,0.2,2.381818182
1.54E+09,0.015430601,2.85E+08,1.68E+07,0,0,0,0.012572627,2.20E+07,5824512,65,431.5818182,0,0.2,2.381818182
1.54E+09,0.014711238,2.85E+08,1.68E+07,0,0,0,0.014126092,2.20E+07,5824512,65,431.7090909,0,0.2,2.4
1.54E+09,0.014664176,2.85E+08,1.68E+07,0,0,0,0.014841987,2.20E+07,5824512,70.90909091,470.9454545,0,0.2,2.4
1.54E+09,0.014822931,2.85E+08,1.68E+07,0,0,0,0.015369429,2.20E+07,5824512,70.90909091,471.2,0,0.2,2.4
1.54E+09,0.015027515,2.85E+08,1.68E+07,0,0,0,0.014135701,2.20E+07,5824512,65,432,0,0.2,2.4
1.54E+09,0.015115587,2.85E+08,1.68E+07,0,0,0,0.015875255,2.20E+07,5824512,65,431.9818182,0,0.2,2.4
1.54E+09,0.015081989,2.85E+08,1.68E+07,0,0,0,0.014907178,2.20E+07,5824512,65,432.0363636,0,0.2,2.4
1.54E+09,0.015145901,2.85E+08,1.68E+07,0,0,0,0.016148558,2.20E+07,5824512,65,431.8181818,0,0.2,2.4
1.54E+09,0.015134623,2.85E+08,1.68E+07,0,0,0,0.013864861,2.20E+07,5824512,59.09305793,392.541547,0,0.2,2.4
1.54E+09,0.01452355,2.85E+08,1.68E+07,0,0,0,0.016028338,2.20E+07,5824512,65,431.5272727,0,0.2,2.4
1.54E+09,0.013950336,2.85E+08,1.68E+07,0,0,0,0.016601629,2.20E+07,5824512,65,431.4727273,0,0.2,2.4
1.54E+09,0.014379787,2.85E+08,1.68E+07,0,0,0,0.014976031,2.20E+07,5824512,65,431.6545455,0,0.2,2.4
1.54E+09,0.013971489,2.85E+08,1.68E+07,0,0,0,0.014930297,2.20E+07,5824512,65,431.5818182,0,0.2,2.4
1.54E+09,0.014332172,2.85E+08,1.68E+07,0,0,0,0.015012733,2.20E+07,5824512,65,431.9272727,0,0.2,2.4
1.54E+09,0.014314541,2.85E+08,1.68E+07,0,0,0,0.015446968,2.20E+07,5824512,65,431.9636364,0,0.2,2.4
1.54E+09,0.014439969,2.85E+08,1.68E+07,0,0,0,0.013936022,2.20E+07,5824512,65,432.1090909,0,0.2,2.4
1.54E+09,0.014708121,2.85E+08,1.68E+07,0,0,0,0.015292793,2.20E+07,5824512,65,432.1454545,0,0.2,2.4
1.54E+09,0.014746806,2.85E+08,1.68E+07,0,0,0,0.015468793,2.20E+07,5824512,65,432.0909091,0,0.2,2.4
1.54E+09,0.014653309,2.85E+08,1.68E+07,0,0,0,0.014636177,2.20E+07,5824512,65,431.9272727,0,0.2,2.4
1.54E+09,0.015246248,2.85E+08,1.68E+07,0,0,0,0.011631799,2.19E+07,5824512,59.09305793,392.7597367,0,0.2,2.4
1.54E+09,0.015608172,2.85E+08,1.68E+07,0,0,0,0.012856226,2.19E+07,5824512,59.09090909,392.6727273,0,0.200003636,2.400043637
1.54E+09,0.015548796,2.85E+08,1.68E+07,0,0,0,0.01394972,2.19E+07,5824512,65,431.9636364,0,0.2,2.4
1.54E+09,0.015684279,2.85E+08,1.68E+07,0,0,0,0.013156065,2.20E+07,5824512,65,431.9454545,0,0.2,2.4
1.54E+09,0.015431119,2.85E+08,1.68E+07,0,0,0,0.012611165,2.20E+07,5824512,59.09090909,392.8181818,0,0.2,2.4
1.54E+09,0.016009432,2.85E+08,1.68E+07,0,0,0,0.01425674,2.20E+07,5824512,65,431.9818182,0,0.2,2.4
1.54E+09,0.01609628,2.85E+08,1.68E+07,0,0,0,0.013923304,2.20E+07,5824512,65,431.9090909,0,0.2,2.4
1.54E+09,0.016475746,2.85E+08,1.68E+07,0,0,0,0.015332775,2.20E+07,5824512,70.91424831,471.1797222,0,0.2,2.381818182
1.54E+09,0.016198608,2.85E+08,1.68E+07,0,0,0,0.013592193,2.20E+07,5824512,65,431.8909091,0,0.2,2.381818182
1.54E+09,0.016558383,2.85E+08,1.68E+07,0,0,0,0.012803507,2.20E+07,5824512,65,431.8363636,0,0.2,2.381818182
1.54E+09,0.015831495,2.85E+08,1.68E+07,0,0,0,0.013344577,2.20E+07,5824512,65,431.6909091,0,0.2,2.381818182
1.54E+09,0.015966009,2.85E+08,1.68E+07,0,0,0,0.012911358,2.20E+07,5824512,65,431.5636364,0,0.2,2.381818182
1.54E+09,0.016278501,2.85E+08,1.68E+07,0,0,0,0.014974288,2.20E+07,5824512,65,431.4909091,0,0.200003636,2.400043637
1.54E+09,0.01570331,2.85E+08,1.68E+07,0,0,0,0.014829099,2.20E+07,5824512,65,431.4727273,0,0.2,2.4
1.54E+09,0.015774476,2.85E+08,1.68E+07,0,0,0,0.016638238,2.20E+07,5824512,70.90909091,470.8363636,0,0.2,2.4
1.54E+09,0.01524819,2.85E+08,1.68E+07,0,0,0,0.014551145,2.20E+07,5824512,65,431.5636364,0,0.2,2.4
1.54E+09,0.01470653,2.85E+08,1.68E+07,0,0,0,0.015704435,2.20E+07,5824512,65.00118184,431.6442117,0,0.2,2.4
